study,design_point_id,workload,scenario_id,tasks_per_run,billing_period_tasks,efficiency_rank_within_design_point,accepted_task_fraction,external_quality_score,policy_violation_fraction,provider_cost_usd_per_task,marginal_cash_cost_usd_per_task,allocated_cash_cost_usd_per_task,economic_loss_usd_per_task,normalized_provider_cost,normalized_cost_per_verified_work,wall_seconds_per_task,normalized_wall_time,human_minutes_per_task,uncached_input_tokens_per_task,cache_read_tokens_per_task,cache_write_tokens_per_task,output_tokens_per_task,tool_schema_tokens_per_task,tool_result_tokens_per_task,model_calls_per_task,tool_calls_per_task,retries_per_task,compactions_per_task,cache_hit_fraction,budget_exhausted_fraction
monthly-economics,high-long-hot,long-hot,pi-copilot-proplus-auto,4,720,1,0.0,0.10764909305110822,0.0,21.340624018434774,19.258709394369074,19.31287606103574,238.41324796842255,21.340624018434774,19.073059837473803,2786.100920154539,3.869584611325749,28.84940693697004,8680195.233980304,233650.5875,68542.65,39537.23920061771,138347.9125,169867.91667165066,48.0475,74.685,25.61,2.13,0.02601911736880033,1.0
monthly-economics,high-long-hot,long-hot,pi-openai-api-auto,4,720,3,0.0,0.10764909305110822,0.0,21.340624018434774,21.48999401843477,21.48999401843477,240.59036592582157,21.340624018434774,19.247229274065727,2786.100920154539,3.869584611325749,28.84940693697004,8680195.233980304,233650.5875,68542.65,39537.23920061771,138347.9125,169867.91667165066,48.0475,74.685,25.61,2.13,0.02601911736880033,0.0
monthly-economics,low-feature-cold,feature-cold,copilot-proplus-auto,4,24,3,0.01875,0.46803035935325576,0.00125,7.87756839146888,4.246077385655325,5.871077385655326,122.27138100185266,7.87756839146888,9.43218027813214,1720.237753970087,6.3712509406299525,21.0315544610475,3474768.2663858887,6824.25,184528.125,6568.5864243233045,57119.405,57595.98304978305,24.09375,36.46625,10.85875,0.0,0.0018771115067720645,0.73375
monthly-economics,low-feature-cold,feature-cold,pi-copilot-proplus-auto,4,24,1,0.105,0.5979764228161624,0.00125,7.5924467338517685,3.9806253937999254,5.605625393799926,112.37491858373714,7.5924467338517685,7.428561656326679,1607.008067303259,5.9518817307528105,19.464316961047498,3423915.79258623,4650.6,125752.5,6568.5864243233045,40799.575,53245.06104481741,24.09375,32.045,6.4375,0.0,0.0013194978633659447,0.725
monthly-economics,low-feature-cold,feature-cold,pi-openai-api-auto,4,24,2,0.105,0.5979764228161624,0.00125,7.5924467338517685,7.656536733851769,7.656536733851769,114.42582992378898,7.5924467338517685,7.5568571042939015,1607.008067303259,5.9518817307528105,19.464316961047498,3423915.79258623,4650.6,125752.5,6568.5864243233045,40799.575,53245.06104481741,24.09375,32.045,6.4375,0.0,0.0013194978633659447,0.0
monthly-economics,low-localized-hot,localized-hot,copilot-proplus-auto,4,30,1,0.9975,0.8006589172883102,0.00125,0.5020525197980227,0.018842499999999998,1.3188425000000001,4.1913148542072625,0.5020525197980227,0.034006557666846314,128.15338722371752,1.4239265247079722,1.3226342308653602,192595.28335044289,27117.675,23027.85,1799.871892898568,6577.725,5798.7081431382885,7.765,9.42125,1.4,0.0,0.11189532828590827,0.0
monthly-economics,low-localized-hot,localized-hot,pi-copilot-proplus-auto,4,30,3,0.94875,0.7371843503177431,0.00125,0.4874189868321062,0.0241025,1.3241025,7.046999420810525,0.4874189868321062,0.06855812433060697,180.38354943949784,2.004261660438865,2.2089008975320272,195468.1869640539,17872.075,15176.65,1799.871892898568,3946.635,6728.821642503218,7.765,12.05125,4.03,0.0,0.07839206695517867,0.0
monthly-economics,low-localized-hot,localized-hot,pi-openai-api-auto,4,30,2,0.94875,0.7371843503177431,0.00125,0.4874189868321062,0.5115214868321062,0.5115214868321062,6.2344184076426306,0.4874189868321062,0.061610536113236795,180.38354943949784,2.004261660438865,2.2089008975320272,195468.1869640539,17872.075,15176.65,1799.871892898568,3946.635,6728.821642503218,7.765,12.05125,4.03,0.0,0.07839206695517867,0.0
monthly-economics,low-long-hot,long-hot,copilot-proplus-auto,4,16,2,0.0,0.0037372141210327485,0.00375,21.643620573704897,15.330611016334409,17.76811101633441,238.73973064120557,21.643620573704897,19.099178451296446,2878.840292975324,3.9983892957990603,29.32407730845307,8725515.069159003,331595.25,109257.75,42733.027099805724,196228.62,214031.0055224921,48.27625,113.17625,63.945,2.38625,0.03618426230643221,0.94875
monthly-economics,low-long-hot,long-hot,pi-copilot-proplus-auto,4,16,1,0.0,0.10517466465803929,0.00375,21.347102024997845,14.987766822498061,17.42526682249806,237.30940899228816,21.347102024997845,18.984752719383053,2807.0375965688395,3.898663328567833,29.197448141786403,8673004.480861554,228509.05,73340.3,39613.02709980573,138232.3125,171086.48161645123,48.01125,75.1875,25.95125,2.12625,0.025470591659249617,0.93625
monthly-economics,low-long-hot,long-hot,pi-openai-api-auto,4,16,3,0.0,0.10517466465803929,0.00375,21.347102024997845,21.497477024997842,21.497477024997842,241.38161919478793,21.347102024997845,19.310529535583033,2807.0375965688395,3.898663328567833,29.197448141786403,8673004.480861554,228509.05,73340.3,39613.02709980573,138232.3125,171086.48161645123,48.01125,75.1875,25.95125,2.12625,0.025470591659249617,0.0
monthly-economics,medium-feature-mixed,feature-mixed,copilot-proplus-auto,4,240,3,0.0075,0.4629200945258839,0.0025,7.68141438890524,6.694963783348049,6.85746378334805,124.43171743924441,7.68141438890524,9.816370183465107,1730.599637103353,6.409628285567973,21.217646386955803,3470916.77552626,91469.25,100146.375,6504.413219860779,57130.115,58010.85184733946,24.09125,36.67875,11.01,0.0,0.025052332190755457,1.0
monthly-economics,medium-feature-mixed,feature-mixed,pi-copilot-proplus-auto,4,240,1,0.0825,0.5965186380164025,0.0025,7.452509835785756,6.479862185540513,6.642362185540513,115.80327018504151,7.452509835785756,7.927436305684584,1629.330257676712,6.034556509913749,19.852500553622473,3418665.9019945753,62334.6,68247.9,6504.413219860779,40807.225,53547.70768671234,24.09125,32.135,6.46625,0.0,0.017619691531939458,1.0
monthly-economics,medium-feature-mixed,feature-mixed,pi-openai-api-auto,4,240,2,0.0825,0.5965186380164025,0.0025,7.452509835785756,7.516779835785757,7.516779835785757,116.67768783528676,7.452509835785756,7.985189505060694,1629.330257676712,6.034556509913749,19.852500553622473,3418665.9019945753,62334.6,68247.9,6504.413219860779,40807.225,53547.70768671234,24.09125,32.135,6.46625,0.0,0.017619691531939458,0.0
monthly-economics,medium-integration-cold,integration-cold,copilot-proplus-auto,4,180,2,0.0,0.008538241248035427,0.0025,12.636935757002455,11.16052329241332,11.377189959079985,186.83466589030948,12.636935757002455,14.946773271224759,2201.7321551822406,5.242219417100573,25.45721599430099,4815143.555459547,12956.95,282537.25,17741.166558794506,145875.3,154977.99581545815,28.6975,88.085,55.99875,0.915,0.0025357325643183674,1.0
monthly-economics,medium-integration-cold,integration-cold,pi-copilot-proplus-auto,4,180,1,0.0,0.128021062590042,0.0025,13.04684856569275,11.470064820234587,11.686731486901254,186.55023073686786,13.04684856569275,14.924018458949428,2166.090020681209,5.157357192098117,25.358249327634322,4997407.672218567,8877.2375,192943.6625,15656.166558794508,101499.5625,126769.32274711445,28.52625,58.395,26.31125,0.74125,0.0017092980606064844,1.0
monthly-economics,medium-integration-cold,integration-cold,pi-openai-api-auto,4,180,3,0.0,0.128021062590042,0.0025,13.04684856569275,13.16363856569275,13.16363856569275,188.02713781565933,13.04684856569275,15.042171025252749,2166.090020681209,5.157357192098117,25.358249327634322,4997407.672218567,8877.2375,192943.6625,15656.166558794508,101499.5625,126769.32274711445,28.52625,58.395,26.31125,0.74125,0.0017092980606064844,0.0
monthly-economics,medium-localized-hot,localized-hot,copilot-proplus-auto,4,320,1,0.99875,0.8018378604649642,0.00125,0.5004752515278126,0.25029272637503136,0.3721677263750313,3.47462214288372,0.5004752515278126,0.0280694161633945,134.9861437863775,1.4998460420708613,1.4400854801605767,191535.67249360518,26477.1,23397.4125,1802.2448197166893,6545.2125,5666.284694989333,7.7275,9.3075,1.41125,0.0,0.109859803711056,0.6375
monthly-economics,medium-localized-hot,localized-hot,pi-copilot-proplus-auto,4,320,2,0.95125,0.7403317013557773,0.00125,0.485466784179764,0.2419301057617876,0.36380510576178765,6.243116607464266,0.485466784179764,0.060961019945281913,185.78763661274948,2.064307073474994,2.303660480160577,194372.49545210667,17449.9,15420.2125,1802.2448197166893,3927.1275,6592.947129900516,7.7275,11.88,3.98375,0.0,0.07696603548303325,0.625
monthly-economics,medium-localized-hot,localized-hot,pi-openai-api-auto,4,320,3,0.95125,0.7403317013557773,0.00125,0.485466784179764,0.509226784179764,0.509226784179764,6.388538285882243,0.485466784179764,0.062204659626359106,185.78763661274948,2.064307073474994,2.303660480160577,194372.49545210667,17449.9,15420.2125,1802.2448197166893,3927.1275,6592.947129900516,7.7275,11.88,3.98375,0.0,0.07696603548303325,0.0
monthly-economics,medium-long-hot,long-hot,copilot-proplus-auto,4,120,2,0.0,0.0038753418358707242,0.0,21.498140472163314,18.99001309161365,19.31501309161365,240.0640868893078,21.498140472163314,19.205126951144624,2868.4701608155992,3.9839863344661097,29.262131191666118,8682836.391509147,330970.5,108522.75,42376.42086619494,195294.3,212178.26965481267,48.03,112.51,63.605,2.365,0.03628336234250737,1.0
monthly-economics,medium-long-hot,long-hot,pi-copilot-proplus-auto,4,120,1,0.0,0.10996306752661317,0.0,21.12084947589338,18.57431369497071,18.899313694970708,238.54016287644205,21.12084947589338,19.083213030115363,2795.039691517774,3.881999571552464,29.135235358332785,8617361.231686793,227502.55,73415.7875,39511.42086619494,137637.695,169322.57335310627,47.78875,74.44125,25.53375,2.12625,0.025512381537018135,1.0
monthly-economics,medium-long-hot,long-hot,pi-openai-api-auto,4,120,3,0.0,0.10996306752661317,0.0,21.12084947589338,21.26973197589338,21.26973197589338,240.91058115736473,21.12084947589338,19.272846492589178,2795.039691517774,3.881999571552464,29.135235358332785,8617361.231686793,227502.55,73415.7875,39511.42086619494,137637.695,169322.57335310627,47.78875,74.44125,25.53375,2.12625,0.025512381537018135,0.0
usage-policy,challenge-copilot-cli-cache-churn,cache-churn,resource-aware-frontier,4,300,1,0.345,0.6767514276481036,0.0,6.963490623949741,7.022538123949741,7.022538123949741,88.36129272964557,6.963490623949741,3.3467839764443634,1345.352578883324,4.982787329197496,15.569846501752977,3279529.4387815725,18358.725,90407.625,6441.668092518614,32473.4,43725.81433043619,23.96125,29.52375,3.74,0.0,0.0054476858618945755,0.0
usage-policy,challenge-copilot-cli-cache-churn,cache-churn,resource-aware-phase-routing,4,300,2,0.3275,0.6747285424357626,0.0,7.290311200682318,7.349358700682318,7.349358700682318,90.68260206949968,7.290311200682318,3.685721593183623,1371.961989095966,5.08134070035543,15.884846501752977,3279529.4387815725,16112.25,92654.1,6441.668092518614,32473.4,43725.81433043619,23.96125,29.52375,3.74,0.0,0.00477854954238386,0.0
usage-policy,challenge-copilot-cli-cache-churn,cache-churn,resource-unaware-frontier,4,300,3,0.045,0.5016862117868345,0.0,17.46044674105217,17.53747674105217,17.53747674105217,134.80921497913891,17.46044674105217,9.85820380820675,1936.5609788365837,7.1724480697651245,20.999817335086313,3637326.6409881343,32530.5625,307658.5625,6441.668092518614,223254.625,74631.37221408979,23.96125,38.515,12.73125,0.0,0.008214141752249781,0.0
usage-policy,challenge-copilot-cli-cold-cache,cold-cache,resource-aware-frontier,4,300,2,0.00625,0.589162890800604,0.00125,14.83455280765811,14.91564280765811,14.91564280765811,164.6347373583113,14.83455280765811,13.019237357790393,2051.508133732559,5.698633704812664,22.779328585997465,5636277.864593539,3033.1125,165371.9625,20125.462477773937,64182.6075,69800.50734046736,34.4475,40.545,5.30125,0.99375,0.0005233525343918796,0.0
usage-policy,challenge-copilot-cli-cold-cache,cold-cache,resource-aware-phase-routing,4,300,1,0.005,0.5875726772421247,0.00125,13.574334801406714,13.655424801406717,13.655424801406717,163.4184016276592,13.574334801406714,12.95438720771203,2042.8187157805035,5.674496432723621,22.801828585997463,5636277.864593539,2718.9,165686.175,20125.462477773937,64182.6075,69800.50734046736,34.4475,40.545,5.30125,0.99375,0.00046898946313470523,0.0
usage-policy,challenge-copilot-cli-cold-cache,cold-cache,resource-unaware-frontier,4,300,3,0.0,0.21198865064127556,0.00125,45.783262949277244,45.898477949277236,45.898477949277236,203.1133741403718,45.783262949277244,16.249069931229748,2583.3472649678706,7.175964624910751,22.948703585997464,6689352.607820698,6661.875,607212.375,19915.462477773937,466694.2,125347.1380071783,34.44375,57.6075,22.3775,0.97625,0.0009126627924826683,0.0
usage-policy,challenge-copilot-cli-hot-cache,hot-cache,resource-aware-frontier,4,300,2,0.11375,0.5124379226149983,0.00375,1.313436090857464,1.368063590857464,1.368063590857464,63.25011292847564,1.313436090857464,4.1032596709561036,1180.063280759647,8.741209487108495,17.753744179079536,633903.7401359219,43029.8375,3468.4,2722.573746718363,6389.6625,22006.269907244365,12.5775,27.31375,11.33625,0.0,0.06384988629058921,0.0
usage-policy,challenge-copilot-cli-hot-cache,hot-cache,resource-aware-phase-routing,4,300,3,0.10875,0.5081485790777603,0.00375,1.4249320592719272,1.4795595592719273,1.4795595592719273,63.71722687013429,1.4249320592719272,4.177082370960808,1187.9230593782788,8.799430069468732,17.843744179079536,633903.7401359219,33260.825,13237.4125,2722.573746718363,6389.6625,22006.269907244365,12.5775,27.31375,11.33625,0.0,0.04922850762556497,0.0
usage-policy,challenge-copilot-cli-hot-cache,hot-cache,resource-unaware-frontier,4,300,1,0.90625,0.7514835463729326,0.00375,2.94461802865269,2.98800802865269,2.98800802865269,13.548732507311524,2.94461802865269,0.13915873041689875,374.64598802744183,2.7751554668699394,3.4700150124128686,668641.5553045807,60576.525,52647.3,2722.573746718363,51117.3,27859.810577828637,12.5775,21.695,5.7175,0.0,0.07816865673315412,0.0
usage-policy,challenge-copilot-cli-lossy-long-session,lossy-long-session,resource-aware-frontier,4,300,2,0.0,0.45426298476539806,0.0,22.743795436359488,22.856035436359488,22.856035436359488,242.25967827203044,22.743795436359488,19.380774261762436,2764.4741770437913,3.8395474681163764,29.23181041508238,8214446.302446937,161713.7125,83513.225,60769.29822481085,109308.2575,121384.7604918065,49.6425,56.12,7.24375,3.9025,0.019115622828598033,0.0
usage-policy,challenge-copilot-cli-lossy-long-session,lossy-long-session,resource-aware-phase-routing,4,300,1,0.0,0.453093673541972,0.0,17.60079857986124,17.71303857986124,17.71303857986124,236.5756141717301,17.60079857986124,18.92604913373841,2721.1887975396253,3.779428885471701,29.23181041508238,8214446.302446937,153850.5875,91376.35,60769.29822481085,109308.2575,121384.7604918065,49.6425,56.12,7.24375,3.9025,0.01818449528185225,0.0
usage-policy,challenge-copilot-cli-lossy-long-session,lossy-long-session,resource-unaware-frontier,4,300,3,0.0,0.04583775989918774,0.0,67.03005512415012,67.19595262415012,67.19595262415012,296.55864756274906,67.03005512415012,23.724691805019926,3550.4668452780315,4.931203951775044,29.32123958174904,9779273.470909623,361090.625,591573.4375,56119.29822481085,792387.6375,225539.96403132912,49.24375,82.94875,34.06125,3.515,0.03364770555688688,0.0
usage-policy,challenge-copilot-cli-tool-sprawl,tool-sprawl,resource-aware-frontier,4,300,2,0.00375,0.4368679400877149,0.0,12.754741157326405,12.862706157326404,12.862706157326404,187.76394750943737,12.754741157326405,14.921342149883943,2175.2689760334797,5.179211847698761,25.5943499149956,4693421.5407610405,173335.65,242901.1,17434.237473140747,342467.125,113964.58676273841,28.8875,53.9825,11.1725,0.8875,0.033921612028744906,0.0
usage-policy,challenge-copilot-cli-tool-sprawl,tool-sprawl,resource-aware-phase-routing,4,300,1,0.0025,0.43497692205999045,0.0,11.739823020957179,11.847788020957177,11.847788020957177,186.83472206103215,11.739823020957179,14.878661056394394,2167.9327334065265,5.161744603348873,25.6168499149956,4693421.5407610405,155352.1,260884.65,17434.237473140747,342467.125,113964.58676273841,28.8875,53.9825,11.1725,0.8875,0.030399362621783676,0.0
usage-policy,challenge-copilot-cli-tool-sprawl,tool-sprawl,resource-unaware-frontier,4,300,3,0.0,0.003759337328105839,0.0,42.32117465901129,42.580637159011296,42.580637159011296,226.43552752326784,42.32117465901129,18.11484220186143,2818.6697393410523,6.711118427002506,25.914345748328934,4625872.519030393,589929.75,1883878.375,19414.237473140747,2459878.75,266145.48503848637,29.0475,129.73125,86.91625,1.0525,0.08322164822780787,0.0
usage-policy,challenge-copilot-cli-unreliable-tools,unreliable-tools,resource-aware-frontier,4,300,2,0.0,0.20902690101164578,0.00125,10.337147468983424,10.458877468983424,10.458877468983424,254.83434643408924,10.337147468983424,20.386747714727136,2011.5863993415114,4.190804998628149,23.48709264889127,4235982.098276256,59501.5875,64836.7875,10834.516163236667,48556.42,134492.85129330622,26.285,60.865,21.67125,0.4525,0.013677549830016294,0.0
usage-policy,challenge-copilot-cli-unreliable-tools,unreliable-tools,resource-aware-phase-routing,4,300,1,0.0,0.2076282251380708,0.00125,10.209459863854397,10.331189863854398,10.331189863854398,254.71746841434924,10.209459863854397,20.37739747314794,2012.4511661726347,4.192606596192989,23.48709264889127,4235982.098276256,53018.55,71319.825,10834.516163236667,48556.42,134492.85129330622,26.285,60.865,21.67125,0.4525,0.012181776617659144,0.0
usage-policy,challenge-copilot-cli-unreliable-tools,unreliable-tools,resource-unaware-frontier,4,300,3,0.0,0.06027083754021519,0.00125,31.856413412075977,32.01147091207598,32.01147091207598,281.25453314225916,31.856413412075977,22.500362651380733,2394.3283605477045,4.988184084474384,23.542638482224604,4937721.916908272,118747.125,313892.25,14479.516163236667,335181.5625,236341.89028375808,26.6125,77.52875,38.35875,0.75625,0.02216849282372428,0.0
usage-policy,challenge-pi-cli-cache-churn,cache-churn,resource-aware-frontier,4,300,1,0.32,0.6751499089967504,0.0,6.978322291458214,7.036657291458214,7.036657291458214,90.27966518069972,6.978322291458214,3.832087488699567,1351.5218271514125,5.005636396857082,15.65487567655192,3288706.299057096,18699.45,90552.0,6502.919688482396,32663.8,43096.88443446789,24.11,29.1675,3.74125,0.0,0.005522768512212046,0.0
usage-policy,challenge-pi-cli-cache-churn,cache-churn,resource-aware-phase-routing,4,300,2,0.31125,0.673128490086913,0.0,7.304058066129468,7.362393066129468,7.362393066129468,91.6505952417327,7.304058066129468,3.9731394434444285,1368.6747738247059,5.069165828980392,15.812375676551923,3288706.299057096,16481.85,92769.6,6502.919688482396,32663.8,43096.88443446789,24.11,29.1675,3.74125,0.0,0.004863648535067752,0.0
usage-policy,challenge-pi-cli-cache-churn,cache-churn,resource-unaware-frontier,4,300,3,0.055,0.5044944693041608,0.0,17.37861552440422,17.454493024404222,17.454493024404222,132.82766514658366,17.37861552440422,9.483044826849005,1904.560188588124,7.053926624400459,20.454113176551925,3640661.7895943495,34716.125,306990.25,6502.919688482396,224563.625,73398.73296301765,24.11,37.93875,12.5125,0.0,0.008746405962997273,0.0
usage-policy,challenge-pi-cli-cold-cache,cold-cache,resource-aware-frontier,4,300,2,0.01375,0.5885007414185899,0.0,14.89515445880969,14.97679195880969,14.97679195880969,163.54402245006182,14.89515445880969,12.749240185878653,2042.032402950002,5.672312230416672,22.565383636251408,5664641.879993193,3148.5375,166173.525,20212.457514169553,64505.1825,70017.18092278307,34.6175,40.81875,5.25,0.9975,0.0005401575839124249,0.0
usage-policy,challenge-pi-cli-cold-cache,cold-cache,resource-aware-phase-routing,4,300,1,0.01375,0.5869218987860756,0.0,13.622165187000176,13.703802687000175,13.703802687000175,162.14342262229366,13.622165187000176,12.641049615726704,2031.8235584733097,5.6439543290925265,22.565383636251408,5664641.879993193,2879.2125,166442.85,20212.457514169553,64505.1825,70017.18092278307,34.6175,40.81875,5.25,0.9975,0.0004941590275030056,0.0
usage-policy,challenge-pi-cli-cold-cache,cold-cache,resource-unaware-frontier,4,300,3,0.0,0.21597139000829027,0.0,45.91678548646242,46.03230548646242,46.03230548646242,203.1164797791532,45.91678548646242,16.249318382332255,2582.411407065093,7.173365019625258,22.869354469584742,6710894.039490236,6802.125,610414.75,19897.457514169553,468785.2,125573.32633264025,34.5925,57.76,22.1925,0.97125,0.0009271492230431942,0.0
usage-policy,challenge-pi-cli-hot-cache,hot-cache,resource-aware-frontier,4,300,2,0.1,0.5173101889269747,0.00375,1.2973857962445934,1.3514657962445933,1.3514657962445933,63.79185213315918,1.2973857962445934,4.187763290786012,1184.7970035148312,8.77627410010986,17.85327587279876,625678.5660293063,42916.7375,3553.225,2744.0713904983886,6375.6375,21775.63801050561,12.545,27.04,11.18375,0.0,0.06438942002387663,0.0
usage-policy,challenge-pi-cli-hot-cache,hot-cache,resource-aware-phase-routing,4,300,3,0.09125,0.5130117004970864,0.00375,1.4090142935437273,1.4630942935437274,1.4630942935437274,64.50184217433105,1.4090142935437273,4.320047796241892,1196.7127894233633,8.864539180913804,18.010775872798764,625678.5660293063,33110.025,13359.9375,2744.0713904983886,6375.6375,21775.63801050561,12.545,27.04,11.18375,0.0,0.04959048506358631,0.0
usage-policy,challenge-pi-cli-hot-cache,hot-cache,resource-unaware-frontier,4,300,1,0.89875,0.7531140002801502,0.00375,2.9113150936749106,2.954332593674911,2.954332593674911,13.655824680584205,2.9113150936749106,0.14565311299131692,372.3162886849975,2.757898434703685,3.4573383727987634,660233.2914662358,60530.625,52624.35,2744.0713904983886,51005.1,27612.746627096538,12.545,21.50875,5.6525,0.0,0.07882653204940836,0.0
usage-policy,challenge-pi-cli-lossy-long-session,lossy-long-session,resource-aware-frontier,4,300,2,0.0,0.45878439588962067,0.0025,22.690224383933987,22.802921883933987,22.802921883933987,241.83914820310574,22.690224383933987,19.347131856248456,2753.105724355541,3.8237579504938073,29.08160317648498,8193420.348721675,161173.55,83773.05,60707.66847845716,109157.9775,122203.54990202091,49.5725,56.34875,7.1575,3.89375,0.01909849455387029,0.0
usage-policy,challenge-pi-cli-lossy-long-session,lossy-long-session,resource-aware-phase-routing,4,300,1,0.0,0.4576133417495926,0.0025,17.55605429954481,17.668751799544808,17.668751799544808,236.16629882618219,17.55605429954481,18.893303906094573,2710.011380952793,3.7639046957677675,29.08160317648498,8193420.348721675,153324.1,91622.5,60707.66847845716,109157.9775,122203.54990202091,49.5725,56.34875,7.1575,3.89375,0.01816687366615143,0.0
usage-policy,challenge-pi-cli-lossy-long-session,lossy-long-session,resource-unaware-frontier,4,300,3,0.0,0.0460173651554233,0.0025,66.94432558631117,67.11118308631117,67.11118308631117,296.1005564515534,66.94432558631117,23.688044516124272,3538.525488041184,4.914618733390533,29.171869843151644,9759363.643190483,363587.5,587987.5,56177.66847845716,791402.4875,227247.89997129157,49.18,83.42875,34.2225,3.51625,0.03396841502456262,0.0
usage-policy,challenge-pi-cli-tool-sprawl,tool-sprawl,resource-aware-frontier,4,300,2,0.00375,0.42897231219330934,0.00125,12.67190706746251,12.78181206746251,12.78181206746251,185.02653995645787,12.67190706746251,14.703513638580885,2103.481761195345,5.008289907607964,24.42163724936903,4667842.785508738,173619.9,242446.3,17526.630871738977,342389.775,116077.48651771544,28.88,54.9525,11.445,0.89625,0.03416678511169785,0.0
usage-policy,challenge-pi-cli-tool-sprawl,tool-sprawl,resource-aware-phase-routing,4,300,1,0.00375,0.4270976548735609,0.00125,11.641286886237781,11.75119188623778,11.75119188623778,183.88599979311272,11.641286886237781,14.612483714862885,2094.6881626257123,4.987352768156458,24.42163724936903,4667842.785508738,156072.2,259994.0,17526.630871738977,342389.775,116077.48651771544,28.88,54.9525,11.445,0.89625,0.030707762197892417,0.0
usage-policy,challenge-pi-cli-tool-sprawl,tool-sprawl,resource-unaware-frontier,4,300,3,0.0,0.003564709118550385,0.00125,42.48217094948947,42.74573094948947,42.74573094948947,224.0240143156681,42.48217094948947,17.92192114525345,2752.8351993700053,6.5543695223095355,24.7452289160357,4643055.204126536,597025.125,1875769.375,19416.630871738977,2459198.75,270642.0092169078,29.04,131.78,88.275,1.05375,0.0839962321545174,0.0
usage-policy,challenge-pi-cli-unreliable-tools,unreliable-tools,resource-aware-frontier,4,300,2,0.0,0.21245271759754078,0.0,10.338957411734663,10.458959911734665,10.458959911734665,254.44794502579632,10.338957411734663,20.355835602063706,2000.4805025656349,4.167667713678406,23.32198588799416,4244889.187059688,59360.5125,64785.4875,10814.446157454206,48569.0425,132470.48634386147,26.30375,60.00125,21.51875,0.44875,0.013625693763109358,0.0
usage-policy,challenge-pi-cli-unreliable-tools,unreliable-tools,resource-aware-phase-routing,4,300,1,0.0,0.21104138623125734,0.0,10.211603417394377,10.331605917394377,10.331605917394377,254.33058934063783,10.211603417394377,20.346447147251027,2001.2803673001772,4.169334098542036,23.32198588799416,4244889.187059688,52460.6625,71685.3375,10814.446157454206,48569.0425,132470.48634386147,26.30375,60.00125,21.51875,0.44875,0.012035051725369141,0.0
usage-policy,challenge-pi-cli-unreliable-tools,unreliable-tools,resource-unaware-frontier,4,300,3,0.0,0.06426364705909104,0.0,31.820209004409385,31.973239004409383,31.973239004409383,280.82436146521013,31.820209004409385,22.46594891721681,2382.8459903047597,4.964262479801583,23.377031721327494,4940711.956078543,119037.1875,312932.8125,14174.446157454206,334952.0625,233252.31056377958,26.60625,76.515,38.055,0.72875,0.02220263139979339,0.0
usage-policy,primary-copilot-cli-ci-browser,ci-browser,resource-aware-frontier,4,300,1,0.01375,0.504144699661676,0.0075,9.38433752307035,9.48196002307035,9.48196002307035,145.66804410521948,9.38433752307035,11.34298766853343,1922.3870098328885,4.004972937151851,22.876704936085076,4024869.1455460186,60931.575,64163.475,8269.309413838779,46692.965,115389.0587497706,25.05625,48.81125,9.35,0.2375,0.014727086706370771,0.0
usage-policy,primary-copilot-cli-ci-browser,ci-browser,resource-aware-phase-routing,4,300,2,0.01375,0.5019883565730556,0.0075,9.656146914654888,9.753769414654888,9.753769414654888,146.00393334512165,9.656146914654888,11.368493439274337,1927.5742980430086,4.015779787589601,22.876704936085076,4024869.1455460186,54121.5,70973.55,8269.309413838779,46692.965,115389.0587497706,25.05625,48.81125,9.35,0.2375,0.013076923183180404,0.0
usage-policy,primary-copilot-cli-ci-browser,ci-browser,resource-unaware-frontier,4,300,3,0.0,0.17077965056636635,0.0075,30.727619352756175,30.860234352756173,30.860234352756173,173.64057660353086,30.727619352756175,13.891246128282472,2320.524287731768,4.834425599441182,23.182525769418408,4788276.778576027,122874.9375,312397.3125,12619.30941383878,323021.25,214623.921440065,25.4225,66.3075,26.85,0.6,0.0235609652833294,0.0
usage-policy,primary-copilot-cli-external-integration,external-integration,resource-aware-frontier,4,300,1,0.04125,0.5686659580275412,0.005,11.800306716624608,11.876706716624607,11.876706716624607,179.78565228536993,11.800306716624608,13.33121880600196,2081.836900585744,4.956754525204152,24.585412823053442,4839993.667553582,70209.9375,97416.0,11303.184192349401,81117.965,81895.14934105704,28.1775,38.2,6.81875,0.37625,0.014045267873734111,0.0
usage-policy,primary-copilot-cli-external-integration,external-integration,resource-aware-phase-routing,4,300,2,0.04,0.5667471047543572,0.005,11.852664931500762,11.929064931500763,11.929064931500763,180.05681759142524,11.852664931500762,13.387366885742194,2085.1806116661846,4.964715742062345,24.607912823053443,4839993.667553582,63414.1875,104211.75,11303.184192349401,81117.965,81895.14934105704,28.1775,38.2,6.81875,0.37625,0.012680256568366757,0.0
usage-policy,primary-copilot-cli-external-integration,external-integration,resource-unaware-frontier,4,300,3,0.0,0.12830821246205168,0.005,37.14798419496455,37.26921669496455,37.26921669496455,217.34345956161982,37.14798419496455,17.387476764929588,2577.62339056601,6.1371985489666905,25.402633656386776,5512976.945531642,166100.625,528933.75,14333.184192349401,577850.4,159848.5284440935,28.43625,60.61625,29.24125,0.62875,0.026760047622575837,0.0
