study,design_group,scenario_id,outcome_name,n,mean,stddev,mcse,min,p05,median,p95,max
controlled-harness,challenge,pi-cli-openai-api,cache_write_tokens_per_task,1600,116525.0609375,94174.62664979398,2354.3656662448493,992.5,4480.0,105367.5,314464.49999999977,422100.0
controlled-harness,challenge,pi-cli-openai-api,compactions_per_task,1600,1.36578125,1.3657310873760355,0.03414327718440089,0.0,0.0,1.0,4.0,4.0
controlled-harness,challenge,pi-cli-openai-api,economic_loss_usd_per_task,1600,169.08532708282814,81.70738289085533,2.042684572271383,0.3776944674988395,22.500743423565353,185.74765271600103,259.7312923841798,282.2276925491449
controlled-harness,challenge,pi-cli-openai-api,external_quality_score,1600,0.26291393560948245,0.22709279567566715,0.005677319891891679,0.0,0.0024119204634072784,0.15931678965136287,0.6698297478033935,0.7518473120949918
controlled-harness,challenge,pi-cli-openai-api,human_minutes_per_task,1600,22.015007961494526,8.0404751650703,0.2010118791267575,0.035,6.9101345123515765,22.699291266501277,35.337004749601114,45.108966990428385
controlled-harness,challenge,pi-cli-openai-api,marginal_cash_cost_usd_per_task,1600,13.438087529989078,8.781525939173525,0.2195381484793381,0.2322547062748713,0.3194516985565822,13.437447683533444,26.30979168001054,28.637005489341693
controlled-harness,challenge,pi-cli-openai-api,model_calls_per_task,1600,29.5125,14.675537605229376,0.3668884401307344,4.25,5.5,29.0,51.5,54.75
controlled-harness,challenge,pi-cli-openai-api,normalized_cost_per_verified_work,1600,13.068173066342185,7.285457580899203,0.18213643952248007,0.003021555739990716,0.2400079298513638,14.85981221728008,20.778503390734386,22.57821540393159
controlled-harness,challenge,pi-cli-openai-api,normalized_provider_cost,1600,13.319033154989077,8.744632054647642,0.21861580136619105,0.2097547062748713,0.295166599650248,13.250270316248905,26.17329599160167,28.499505489341693
controlled-harness,challenge,pi-cli-openai-api,normalized_wall_time,1600,5.25449672584171,1.9491199505533852,0.04872799876383463,0.394443349427095,3.325785418570905,4.836016465690215,9.492224465710313,15.355955181421924
controlled-harness,challenge,pi-cli-openai-api,output_tokens_per_task,1600,23877.245009313832,20594.873832683723,514.8718458170931,1029.2461773153145,1768.6442227060077,18749.924263043482,61858.090769907976,64845.24809965083
controlled-harness,challenge,pi-cli-openai-api,policy_violation_fraction,1600,0.00125,0.017638933002690975,0.00044097332506727436,0.0,0.0,0.0,0.0,0.25
controlled-harness,challenge,pi-cli-openai-api,provider_cost_usd_per_task,1600,13.319033154989077,8.744632054647642,0.21861580136619105,0.2097547062748713,0.295166599650248,13.250270316248905,26.17329599160167,28.499505489341693
controlled-harness,challenge,pi-cli-openai-api,retries_per_task,1600,25.05390625,20.98531549906584,0.524632887476646,3.25,5.75,21.25,78.01249999999999,95.5
controlled-harness,challenge,pi-cli-openai-api,tool_calls_per_task,1600,59.5271875,30.46567843395859,0.7616419608489647,5.75,11.25,64.25,116.25,142.5
controlled-harness,challenge,pi-cli-openai-api,tool_result_tokens_per_task,1600,131491.5100456319,74590.13817137037,1864.7534542842593,2548.6110519748904,5426.599287455914,166481.95950189437,215180.07139628634,256579.61890049867
controlled-harness,challenge,pi-cli-openai-api,tool_schema_tokens_per_task,1600,118683.9115625,128632.13958513753,3215.803489628438,722.5,935.0,82165.25,440572.0,485452.0
controlled-harness,challenge,pi-cli-openai-api,uncached_input_tokens_per_task,1600,4710586.788866691,2972431.108370739,74310.77770926847,85787.2492745354,127282.49868887267,4718135.424064986,8998347.732048256,9693342.48589794
controlled-harness,challenge,pi-cli-openai-api,wall_seconds_per_task,1600,1939.863662708561,794.2052558955445,19.85513139738861,35.49990144843855,510.98737575613933,2066.449746764783,3155.6624812094615,3789.4138699866253
controlled-harness,primary,copilot-cli-copilot-route,accepted_task_fraction,1600,0.24828125,0.42673533695173943,0.010668383423793486,0.0,0.0,0.0,1.0,1.0
controlled-harness,primary,copilot-cli-copilot-route,allocated_cash_cost_usd_per_task,1600,10.248722926942506,7.590655366248516,0.1897663841562129,0.2582996313877257,0.3441714883134135,9.551532522181859,25.254751586948544,29.03018260319542
