trajectory_id,model,strategy_id,source_contrast_id,source_scenario_id,source_role,main_call_count,compaction_count,compaction_positions_json,prompt_sequence_tokens_json,minimum_prompt_tokens,mean_prompt_tokens,maximum_prompt_tokens,provider_cost_per_attempt_usd,onset_tokens,excess_token_call_area,normalized_excess_auc,normalization_formula,source_type
luna-cap_pricing_threshold_uncached-o400000,luna,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-luna-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,0.5952,400000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
luna-cap_pricing_threshold_uncached-o600000,luna,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-luna-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,0.5952,600000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o268p617647,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,268.617647,16369523.911767,4.19731382353,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o1000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,1000,16341000,4.19,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o4000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,4000,16224000,4.16,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o16000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,16000,15756000,4.04,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o32000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,32000,15132000,3.88,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o113000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,113000,12145000,3.11410256410256,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o200000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,200000,9300000,2.38461538461538,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o400000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,400000,4200000,1.07692307692308,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-grow_to_800k-o600000,terra,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-terra-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,9.904,600000,1100000,0.282051282051282,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o268p617647,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,268.617647,4489523.911767,1.15115997737615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o1000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,1000,4461000,1.14384615384615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o4000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,4000,4344000,1.11384615384615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o16000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,16000,3876000,0.993846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o32000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,32000,3252000,0.833846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o113000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,113000,940000,0.241025641025641,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o200000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,200000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o400000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,400000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_uncached-o600000,terra,cap_200k_uncached,long-cap-200k-uncached,long-cap-200k-uncached-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,5.952,600000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o268p617647,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,268.617647,4489523.911767,1.15115997737615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o1000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,1000,4461000,1.14384615384615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o4000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,4000,4344000,1.11384615384615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o16000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,16000,3876000,0.993846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o32000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,32000,3252000,0.833846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o113000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,113000,940000,0.241025641025641,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o200000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,200000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o400000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,400000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_read-o600000,terra,cap_200k_cache_read,compaction-input-cache-read-sensitivity,compaction-input-cache-read-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,4.512,600000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o268p617647,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,268.617647,4489523.911767,1.15115997737615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o1000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,1000,4461000,1.14384615384615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o4000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,4000,4344000,1.11384615384615,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o16000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,16000,3876000,0.993846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o32000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,32000,3252000,0.833846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o113000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,113000,940000,0.241025641025641,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o200000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,200000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o400000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,400000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_200k_cache_write-o600000,terra,cap_200k_cache_write,compaction-input-cache-write-sensitivity,compaction-input-cache-write-sensitivity-terra-comparison,comparison,39,4,"[9,18,27,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000,100000,120000,140000,160000,180000,200000,40000,60000,80000]",40000,115384.615384615,200000,6.352,600000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o268p617647,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,268.617647,5569523.911767,1.42808305429923,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o1000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,1000,5541000,1.42076923076923,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o4000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,4000,5424000,1.39076923076923,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o16000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,16000,4956000,1.27076923076923,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o32000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,32000,4332000,1.11076923076923,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o113000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,113000,1848000,0.473846153846154,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o200000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,200000,360000,0.0923076923076923,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o400000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,400000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
terra-cap_pricing_threshold_uncached-o600000,terra,cap_pricing_threshold_uncached,long-cap-pricing-threshold-uncached,long-cap-pricing-threshold-uncached-terra-comparison,comparison,39,3,"[12,24,36]","[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,40000,60000,80000]",40000,143076.923076923,260000,5.842,600000,0,0,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
sol-grow_to_800k-o268p617647,sol,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-sol-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,19.598,268.617647,16369523.911767,4.19731382353,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
sol-grow_to_800k-o1000,sol,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-sol-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,19.598,1000,16341000,4.19,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
sol-grow_to_800k-o4000,sol,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-sol-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,19.598,4000,16224000,4.16,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
sol-grow_to_800k-o16000,sol,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-sol-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,19.598,16000,15756000,4.04,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
sol-grow_to_800k-o32000,sol,grow_to_800k,long-cap-200k-uncached,long-cap-200k-uncached-sol-baseline,baseline,39,0,[],"[40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000,420000,440000,460000,480000,500000,520000,540000,560000,580000,600000,620000,640000,660000,680000,700000,720000,740000,760000,780000,800000]",40000,420000,800000,19.598,32000,15132000,3.88,"sum(max(prompt_i-onset,0))/(100000*main_call_count)",simulated
